Name,Date,Violation,Address,CountyName,CountyValue
BLU DINER,"March 8, 2019",Emergency Order Callback Time Extension,"BLU DINER 5868 Norwood Ave, Jacksonville (Duval county), FL, 32208",Duval,duval
TEXAS DE BRAZIL,"March 8, 2019",Warning Issued,"TEXAS DE BRAZIL 4634 Town Center Pkwy, Jacksonville (Duval county), FL, 32246",Duval,duval
THE LOOP PIZZA GRILL,"March 8, 2019",Warning Issued,"LOOP PIZZA GRILL 211 3rd Street, Neptune Beach (Duval county), FL, 32266",Duval,duval
MOE'S SOUTHWEST GRILL,"March 8, 2019",Warning Issued,"MOE'S SOUTHWEST GRILL 2400 3rd StreetSuite 107, Jacksonville Beach (Duval county), FL, 32250",Duval,duval
SONIC DRIVE-IN #5286,"March 8, 2019",Warning Issued,"SONIC DRIVE-IN #5286 6350 103 St, Jacksonville (Duval county), FL, 32210",Duval,duval
THE BEARDED PIG,"March 8, 2019",Warning Issued,"BEARDED PIG 1224 Kings Ave, Jacksonville (Duval county), FL, 32207",Duval,duval
LA NOPALERA MEXICAN RESTAURANT,"March 8, 2019",Warning Issued,"LA NOPALERA MEXICAN RESTAURANT 12640 Bartram Park Blvd, Unit 5, Jacksonville (Duval county), FL, 32258",Duval,duval
NORTH BEACH BISTRO,"March 8, 2019",Warning Issued,"NORTH BEACH BISTRO 725 Atlantic Blvd #6, Atlantic Beach (Duval county), FL, 32233",Duval,duval
BLACK SHEEP RESTAURANT,"March 8, 2019",Warning Issued,"BLACK SHEEP RESTAURANT 1534 Oak St, Jacksonville (Duval county), FL, 32204",Duval,duval
HARDEE'S,"March 7, 2019",Warning Issued,"HARDEE'S 6914 Norwood Ave, Jacksonville (Duval county), FL, 32208",Duval,duval
SWEETFROG,"March 7, 2019",Warning Issued,"SWEETFROG 10991-6 San Jose Blvd, Jacksonville (Duval county), FL, 32223",Duval,duval
SOUTHERN GROUNDS & COMPANY,"March 7, 2019",Warning Issued,"SOUTHERN GROUNDS & COMPANY 200 First Street, Neptune Beach (Duval county), FL, 32266",Duval,duval
LITTLE CAESARS,"March 7, 2019",Warning Issued,"LITTLE CAESARS 5975 Wilson Blvd Suite 11, Jacksonville (Duval county), FL, 32210",Duval,duval
PANERA BREAD #1027,"March 7, 2019",Warning Issued,"PANERA BREAD #1027 13820 Old St Augustine Rd, Jacksonville (Duval county), FL, 32258",Duval,duval
THE GO SHAK,"March 7, 2019",Warning Issued,"GO SHAK 5625 Norwood Ave, Jacksonville (Duval county), FL, 32208",Duval,duval
TUNIS UNIVERSITY,"March 7, 2019",Emergency Order Callback Time Extension,"TUNIS UNIVERSITY 1352 University Blvd N, Jacksonville (Duval county), FL, 32211",Duval,duval
GILBERT'S SOCIAL,"March 7, 2019",Warning Issued,"GILBERT'S SOCIAL 4021 Southside Blvd Ste 200, Jacksonville (Duval county), FL, 32216",Duval,duval
EL CASTILLO TAQUERIA,"March 7, 2019",Warning Issued,"EL CASTILLO TAQUERIA 9735 Old St Augustine Rd, Ste 18, Jacksonville (Duval county), FL, 32257",Duval,duval
FLYING IGUANA,"March 7, 2019",Warning Issued,"FLYING IGUANA 207 Atlantic Blvd, Neptune Beach (Duval county), FL, 32266",Duval,duval
WOK N ROLL,"March 7, 2019",Warning Issued,"WOK N ROLL 9825 San Jose Blvd #42, Jacksonville (Duval county), FL, 32257",Duval,duval
RUTA CATRACHA,"March 7, 2019",Emergency Order Callback Time Extension,"RUTA CATRACHA 6536 Beach Blvd, Jacksonville (Duval county), FL, 32216",Duval,duval
WINGSTOP,"March 7, 2019",Warning Issued,"WINGSTOP 4375 Southside Blvd, Jacksonville (Duval county), FL, 32216",Duval,duval
BURRITO GALLERY,"March 7, 2019",Warning Issued,"BURRITO GALLERY 90 Riverside Ave#601, Jacksonville (Duval county), FL, 32202",Duval,duval
TUNIS UNIVERSITY,"March 7, 2019",Emergency order recommended,"TUNIS UNIVERSITY 1352 University Blvd N, Jacksonville (Duval county), FL, 32211",Duval,duval
ECONOLODGE,"March 6, 2019",Warning Issued,"ECONOLODGE 1181 Airport Rd, Jacksonville (Duval county), FL, 32218",Duval,duval
MOXIE KITCHEN & COCKTAILS,"March 6, 2019",Warning Issued,"MOXIE KITCHEN & COCKTAILS 4973 Big Island Dr, Jacksonville (Duval county), FL, 32246",Duval,duval
MR TACO #2,"March 6, 2019",Warning Issued,"MR TACO #2 6426 Bowden Rd Unit #208, Jacksonville (Duval county), FL, 32216",Duval,duval
NEWK'S EATERY,"March 6, 2019",Warning Issued,"NEWK'S EATERY 14964 Max Leggett Pkwy #408, Jacksonville (Duval county), FL, 32218",Duval,duval
SWEETO BURRITO,"March 6, 2019",Administrative complaint recommended,"SWEETO BURRITO 5960 Richard St, Jacksonville (Duval county), FL, 32216",Duval,duval
LA NOPALERA MEXICAN RESTAURANT,"March 6, 2019",Warning Issued,"LA NOPALERA MEXICAN RESTAURANT 9734 Crosshill Boulevard, Jacksonville (Duval county), FL, 32222",Duval,duval
OCEANWAY BAR AND GRILLE,"March 6, 2019",Warning Issued,"OCEANWAY BAR AND GRILLE 12905 N Main St, Jacksonville (Duval county), FL, 32218",Duval,duval
GERMAN SCHNITZEL HAUS,"March 5, 2019",Warning Issued,"GERMAN SCHNITZEL HAUS 13475 Atlantic Blvd #40, Jacksonville (Duval county), FL, 32225",Duval,duval
WENDYS OLD FASHIONED HAMBURGERS #84,"March 5, 2019",Call Back - Admin. complaint recommended,"WENDYS OLD FASHIONED HAMBURGERS #84 4907 Big Island Dr, Jacksonville (Duval county), FL, 32246",Duval,duval
MAA KITCHEN,"March 5, 2019",Warning Issued,"MAA KITCHEN 8206 Phillips Hwy St 25, Jacksonville (Duval county), FL, 32256",Duval,duval
CHARLIE'S DINER,"March 5, 2019",Emergency order recommended,"CHARLIE'S DINER 8929 Philips Hwy, Jacksonville (Duval county), FL, 32256",Duval,duval
THE PIG BAR-B-Q,"March 5, 2019",Warning Issued,"PIG BAR-B-Q 14985 Old St Augustine Rd 108-110, Jacksonville (Duval county), FL, 32258",Duval,duval
CHARLIE'S DINER,"March 5, 2019",Emergency Order Callback Time Extension,"CHARLIE'S DINER 8929 Philips Hwy, Jacksonville (Duval county), FL, 32256",Duval,duval
RUTA CATRACHA,"March 5, 2019",Emergency order recommended,"RUTA CATRACHA 6536 Beach Blvd, Jacksonville (Duval county), FL, 32216",Duval,duval
JACKSONVILLE SUSHI HOUSE & GRILL,"March 4, 2019",Administrative complaint recommended,"JACKSONVILLE SUSHI HOUSE & GRILL 13820 Old St Augustine Rd # 145, Jacksonville (Duval county), FL, 32258",Duval,duval
LA NOPALERA MEXICAN RESTAURANT,"March 4, 2019",Warning Issued,"LA NOPALERA MEXICAN RESTAURANT 14333 Beach Blvd Ste 39, Jacksonville (Duval county), FL, 32250",Duval,duval
BISCOTTIS EXPRESSO CAFE,"March 4, 2019",Warning Issued,"BISCOTTIS EXPRESSO CAFE 3556 St Johns Ave, Jacksonville (Duval county), FL, 322058446",Duval,duval
ANOTHER BROKEN EGG CAFE,"March 4, 2019",Call Back - Admin. complaint recommended,"ANOTHER BROKEN EGG CAFE 4828 Deer Lake Dr W Ste C11, Jacksonville (Duval county), FL, 32246",Duval,duval
C & W SOUL WINGS & THINGS,"March 4, 2019",Emergency order recommended,"C & W SOUL WINGS & THINGS 1501 Lanes Ave S, Jacksonville (Duval county), FL, 32210",Duval,duval
COUNTRY CABIN,"March 4, 2019",Administrative complaint recommended,"COUNTRY CABIN 1401 Dunn Ave, Jacksonville (Duval county), FL, 322184835",Duval,duval
WENDYS OLD FASHIONED HAMBURGERS #84,"March 4, 2019",Warning Issued,"WENDYS OLD FASHIONED HAMBURGERS #84 4907 Big Island Dr, Jacksonville (Duval county), FL, 32246",Duval,duval
TACOS LA MICHOACANA ,"March 2, 2019",Warning Issued,"TACOS LA MICHOACANA  11041 Beach Blvd Row D, Jacksonville (Duval county), FL, 32246",Duval,duval
SUBWAY #963,"March 2, 2019",Warning Issued,"SUBWAY #963 10771 Beach Blvd #405, Jacksonville (Duval county), FL, 322463641",Duval,duval
BAMBOO WOK,"March 1, 2019",Warning Issued,"BAMBOO WOK 13820 Old Augustine Rd Ste 117, Jacksonville (Duval county), FL, 32258",Duval,duval
GREAT WALL,"March 1, 2019",Warning Issued,"GREAT WALL 12200 San Jose Blvd Ste 1, Jacksonville (Duval county), FL, 32223",Duval,duval
RESIDENCE INN JACKSONVILLE AIRPORT,"March 1, 2019",Warning Issued,"RESIDENCE INN JACKSONVILLE AIRPORT 1310 Airport Rd, Jacksonville (Duval county), FL, 32218",Duval,duval
WENDY'S #74,"March 1, 2019",Warning Issued,"WENDY'S #74 11295 Crystal Springs Rd, Jacksonville (Duval county), FL, 32221",Duval,duval
ISLAND DREAM ITALIAN ICE,"March 1, 2019",Warning Issued,"ISLAND DREAM ITALIAN ICE 7841 Lem Turner Rd, Jacksonville (Duval county), FL, 32208",Duval,duval
MIGHTY TRIO,"March 1, 2019",Warning Issued,"MIGHTY TRIO 11901 Atlantic Blvd, Jacksonville (Duval county), FL, 32225",Duval,duval
CASBAH CAFE,"March 1, 2019",Warning Issued,"CASBAH CAFE 3628 St Johns Ave, Jacksonville (Duval county), FL, 32205",Duval,duval
HOT WOK,"March 1, 2019",Warning Issued,"HOT WOK 14333 Beach Blvd # 102b, Jacksonville (Duval county), FL, 32250",Duval,duval
GOLDEN CORRAL #600 SAN JOSE,"March 1, 2019",Warning Issued,"GOLDEN CORRAL #600 SAN JOSE 11470 San Jose Blvd, Jacksonville (Duval county), FL, 32223",Duval,duval
DUNKIN DONUTS,"March 1, 2019",Warning Issued,"DUNKIN DONUTS 10379 Atlantic Blvd, Jacksonville (Duval county), FL, 32225",Duval,duval
MVP'S SPORTS GRILLE,"Feb. 28, 2019",Warning Issued,"MVP'S SPORTS GRILLE 12777 Atlantic Blvd Ste 5, Jacksonville (Duval county), FL, 322254148",Duval,duval
BASIL THAI RESTAURANT AND BAR,"Feb. 28, 2019",Emergency order recommended,"BASIL THAI RESTAURANT AND BAR 1004 Hendricks Ave, Jacksonville (Duval county), FL, 32207",Duval,duval
BENTO CAFE,"Feb. 28, 2019",Warning Issued,"BENTO CAFE 9734 Deer Lake Court Ste 11, Jacksonville (Duval county), FL, 32246",Duval,duval
ANOTHER BROKEN EGG CAFE,"Feb. 28, 2019",Call Back - Admin. complaint recommended,"ANOTHER BROKEN EGG CAFE 4828 Deer Lake Dr W Ste C11, Jacksonville (Duval county), FL, 32246",Duval,duval
KRYSTAL JAX-09,"Feb. 28, 2019",Warning Issued,"KRYSTAL JAX-09 7459 Lem Turner Rd, Jacksonville (Duval county), FL, 322083350",Duval,duval
THE LOCAL,"Feb. 28, 2019",Warning Issued,"LOCAL 4578 San Jose Blvd, Jacksonville (Duval county), FL, 32207",Duval,duval
SUBWAY,"March 15, 2019",Warning Issued,"SUBWAY 1020 N 9 Ave, Pensacola (Escambia county), FL, 32501-3234",Escambia,escambia
HILTON GARDEN INN PENSACOLA AIRPORT,"March 15, 2019",Warning Issued,"HILTON GARDEN INN PENSACOLA AIRPORT 1144 Airport Boulevard, Pensacola (Escambia county), FL, 32504",Escambia,escambia
WAFFLE HOUSE #586,"March 15, 2019",Administrative complaint recommended,"WAFFLE HOUSE #586 401 E Gregory St Ste A, Pensacola (Escambia county), FL, 32501",Escambia,escambia
SUBWAY,"March 14, 2019",Warning Issued,"SUBWAY 1325 Creighton Rd, Pensacola (Escambia county), FL, 32504",Escambia,escambia
BOATYARD BAR & GRILL,"March 14, 2019",Warning Issued,"BOATYARD BAR & GRILL 7164 N 9 Ave, Pensacola (Escambia county), FL, 32504",Escambia,escambia
CHEN'S KITCHEN,"March 13, 2019",Warning Issued,"CHEN'S KITCHEN 6224 N 9th Ave #2a, Pensacola (Escambia county), FL, 32504",Escambia,escambia
ISLAND EPICUREAN FOOD COMPANY,"March 13, 2019",Warning Issued,"ISLAND EPICUREAN FOOD COMPANY 13700 Perdido Key Dr Bldg C Unit 140, Pensacola (Escambia county), FL, 32507",Escambia,escambia
BURN YOUR SHIPS,"March 12, 2019",Warning Issued,"BURN YOUR SHIPS 524 S B St, Pensacola (Escambia county), FL, 32502",Escambia,escambia
CULINARY PRODUCTIONS,"March 11, 2019",Warning Issued,"CULINARY PRODUCTIONS 700 West Main Street, Pensacola (Escambia county), FL, 32502",Escambia,escambia
KRYSTAL COMPANY PEN004,"March 11, 2019",Warning Issued,"KRYSTAL COMPANY PEN004 5660 N 9 Ave, Pensacola (Escambia county), FL, 32504",Escambia,escambia
THAI DISHES CUISINE,"March 8, 2019",Warning Issued,"THAI DISHES CUISINE 6245 A N Davis Hwy, Pensacola (Escambia county), FL, 32504-6966",Escambia,escambia
AL FRESCO,"March 7, 2019",Warning Issued,"AL FRESCO 9 Portofino Dr, Pensacola Beach (Escambia county), FL, 32561",Escambia,escambia
BEEF O'BRADYS,"March 7, 2019",Warning Issued,"BEEF O'BRADYS 22 S Palafox St Unit B, Pensacola (Escambia county), FL, 32502",Escambia,escambia
SONCI #5557,"March 7, 2019",Warning Issued,"SONCI #5557 3151 W Michigan Ave, Pensacola (Escambia county), FL, 32526",Escambia,escambia
KING BUFFET,"March 7, 2019",Warning Issued,"KING BUFFET 3 W Nine Mile Rd  Ste 2, Pensacola (Escambia county), FL, 32534",Escambia,escambia
CASINO BEACH BAR,"March 6, 2019",Warning Issued,"CASINO BEACH BAR 41 Fort Pickens Road, Pensacola Beach (Escambia county), FL, 32561",Escambia,escambia
SHRIMP BASKET WARRINGTON,"March 6, 2019",Warning Issued,"SHRIMP BASKET WARRINGTON 709 Navy Blvd, Pensacola (Escambia county), FL, 32507",Escambia,escambia
CASINO BEACH BAR & GRILLE/ CB TACOS & BBQ,"March 6, 2019",Administrative complaint recommended,"CASINO BEACH BAR & GRILLE/ CB TACOS & BBQ 41 Fort Pickens Road, Pensacola Beach (Escambia county), FL, 32561",Escambia,escambia
HOPJACKS PIZZA KITCHEN & TAP ROOM,"March 6, 2019",Warning Issued,"HOPJACKS PIZZA KITCHEN & TAP ROOM 10 S Palafox St, Pensacola (Escambia county), FL, 32502",Escambia,escambia
NEWKS EATERY,"March 5, 2019",Warning Issued,"NEWKS EATERY 5060 Bayou Blvd, Pensacola (Escambia county), FL, 32503",Escambia,escambia
WOODSHED GRILL & BREW PUB,"March 5, 2019",Warning Issued,"WOODSHED GRILL & BREW PUB 847 N Navy Blvd, Pensacola (Escambia county), FL, 32507",Escambia,escambia
BURRITO LOCO LLC,"March 4, 2019",Warning Issued,"BURRITO LOCO LLC 5100 N 9th Unti J932, Pensacola (Escambia county), FL, 32504",Escambia,escambia
CRAB TRAP,"March 4, 2019",Warning Issued,"CRAB TRAP 16495 Perdido Key Dr, Pensacola (Escambia county), FL, 32507",Escambia,escambia
FIREHOUSE SUBS,"Feb. 28, 2019",Warning Issued,"FIREHOUSE SUBS 2 E 9 Mile Rd Ste 3, Pensacola (Escambia county), FL, 32534",Escambia,escambia
THE POINT RESTAURANT,"Feb. 28, 2019",Warning Issued,"POINT RESTAURANT 14340 Innerarity Point Rd, Pensacola (Escambia county), FL, 32507",Escambia,escambia
SBARRO ITALIAN EATERY,"Feb. 28, 2019",Warning Issued,"SBARRO ITALIAN EATERY 5100 N 9th Ave #J944, Pensacola (Escambia county), FL, 32504",Escambia,escambia
THE OARHOUSE ON BAYOU CHICO - MAIN,"Feb. 28, 2019",Warning Issued,"OARHOUSE ON BAYOU CHICO - MAIN 1901 Cypress St  Bldg 4, Pensacola (Escambia county), FL, 32501",Escambia,escambia
NANCYS HAUTE AFFAIRS,"Feb. 27, 2019",Warning Issued,"NANCYS HAUTE AFFAIRS 555 Scenic Hwy, Pensacola (Escambia county), FL, 32503",Escambia,escambia
BEEF O BRADY'S #293,"Feb. 27, 2019",Warning Issued,"BEEF O BRADY'S #293 2101 W 9 Mile Rd #293, Pensacola (Escambia county), FL, 32534",Escambia,escambia
YUMMY POKE SUSHI BOWL,"Feb. 27, 2019",Warning Issued,"YUMMY POKE SUSHI BOWL 5046 Bayou Blvd Ste C, Pensacola (Escambia county), FL, 32503",Escambia,escambia
SAM'S LOUNGE,"Feb. 26, 2019",Warning Issued,"SAM'S LOUNGE 1225 N Old Corry Rd, Pensacola (Escambia county), FL, 32506",Escambia,escambia
JERRY'S DRIVE IN,"Feb. 26, 2019",Warning Issued,"JERRY'S DRIVE IN 2815 E Cervantes St, Pensacola (Escambia county), FL, 325036335",Escambia,escambia
EL PASO MEXICAN GRILL #1,"Feb. 25, 2019",Warning Issued,"EL PASO MEXICAN GRILL #1 7250 Plantation Rd, Pensacola (Escambia county), FL, 32504",Escambia,escambia
FUSION GRILL,"Feb. 25, 2019",Warning Issued,"FUSION GRILL 300 Tonawanda Dr, Pensacola (Escambia county), FL, 32506",Escambia,escambia
NO1 CHINESE RESTAURANT OF LIN INC,"Feb. 25, 2019",Warning Issued,"NO1 CHINESE RESTAURANT OF LIN INC 4081 E Olive Rd, Pensacola (Escambia county), FL, 32514",Escambia,escambia
HARDEE'S #1510,"Feb. 25, 2019",Warning Issued,"HARDEE'S #1510 1570 W Fairfield, Pensacola (Escambia county), FL, 32501-1123",Escambia,escambia
CARRABBA'S ITALIAN GRILL #6034,"Feb. 25, 2019",Warning Issued,"CARRABBA'S ITALIAN GRILL #6034 311 N 9 Ave, Pensacola (Escambia county), FL, 32502",Escambia,escambia
CACTUS FLOWER CAFE INC,"Feb. 25, 2019",Warning Issued,"CACTUS FLOWER CAFE INC 3425 N 12 Ave, Pensacola (Escambia county), FL, 32503",Escambia,escambia
VILLAGE INN,"Feb. 22, 2019",Warning Issued,"VILLAGE INN 1590 E Nine Mile Rd, Pensacola (Escambia county), FL, 32514",Escambia,escambia
VALLARTA MEXICAN RESTAURANT,"Feb. 21, 2019",Warning Issued,"VALLARTA MEXICAN RESTAURANT 9101 Pensacola Blvd, Pensacola (Escambia county), FL, 32534",Escambia,escambia
HAPPY CHINA RESTAURANT,"Feb. 21, 2019",Warning Issued,"HAPPY CHINA RESTAURANT 4810 Mobile Hwy, Pensacola (Escambia county), FL, 32506",Escambia,escambia
THE WESTSIDE,"Feb. 21, 2019",Warning Issued,"WESTSIDE 1005 1/2 Massachusetts Avenue, Pensacola (Escambia county), FL, 32505",Escambia,escambia
HOLIDAY INN,"Feb. 21, 2019",Warning Issued,"HOLIDAY INN 7813 N Davis Hwy, Pensacola (Escambia county), FL, 32514",Escambia,escambia
SUBWAY 40117,"Feb. 21, 2019",Warning Issued,"SUBWAY 40117 4600 Mobile Hwy, Pensacola (Escambia county), FL, 32506",Escambia,escambia
CICIS PIZZA #207,"Feb. 20, 2019",Warning Issued,"CICIS PIZZA #207 7145 C N 9 Ave, Pensacola (Escambia county), FL, 32504",Escambia,escambia
ROCK N ROLL SUSHI,"Feb. 20, 2019",Warning Issued,"ROCK N ROLL SUSHI 9028 W Side Dr Unit A6, Pensacola (Escambia county), FL, 32514",Escambia,escambia
MCDONALD'S RESTAURANT,"Feb. 20, 2019",Warning Issued,"MCDONALD'S RESTAURANT 6935 N 9 Ave, Pensacola (Escambia county), FL, 325046638",Escambia,escambia
THE BURGER FACTORY,"Feb. 19, 2019",Warning Issued,"BURGER FACTORY 6907 N 9th Ave, Pensacola (Escambia county), FL, 32504",Escambia,escambia
HARDEE'S,"Feb. 19, 2019",Warning Issued,"HARDEE'S 7137 N 9 Ave, Pensacola (Escambia county), FL, 32504",Escambia,escambia
DOMINO'S PIZZA #5162,"Feb. 19, 2019",Warning Issued,"DOMINO'S PIZZA #5162 6704 N Ninth Avenue, Pensacola (Escambia county), FL, 32504",Escambia,escambia
KAZ0KU RESTAURANT,"Feb. 19, 2019",Warning Issued,"KAZ0KU RESTAURANT 119 E Nine Mile Rd, Pensacola (Escambia county), FL, 32534",Escambia,escambia
CLUB AT HAMMOCK BEACH POOL BAR,"March 15, 2019",Administrative complaint recommended,"CLUB AT HAMMOCK BEACH POOL BAR 200 Ocean Crest Dr, Palm Coast (Flagler county), FL, 32137",Flagler,flagler
YACHT HARBOR VILLAGE BAR AND LOUNGE,"March 15, 2019",Warning Issued,"YACHT HARBOR VILLAGE BAR AND LOUNGE 102 Yacht Harbor Dr, Palm Coast (Flagler county), FL, 32137",Flagler,flagler
HAMMOCK BEACH RESORT LOBBY LOUNGE,"March 15, 2019",Administrative complaint recommended,"HAMMOCK BEACH RESORT LOBBY LOUNGE 200 Ocean Crest Drive, Palm Coast (Flagler county), FL, 32137",Flagler,flagler
JOE'S N Y PIZZA & PASTA,"March 15, 2019",Call Back - Admin. complaint recommended,"JOE'S N Y PIZZA & PASTA 1070 Palm Coast Pkwy Nw Ste 2, Palm Coast (Flagler county), FL, 32137",Flagler,flagler
BRUNOS PIZZA,"March 7, 2019",Warning Issued,"BRUNOS PIZZA 7 Old Kings Rd N Ste 18, Palm Coast (Flagler county), FL, 32137",Flagler,flagler
METRO DINER,"March 7, 2019",Warning Issued,"METRO DINER 250 Palm Coast Pkwy Ne Ste 205, Palm Coast (Flagler county), FL, 32137",Flagler,flagler
LOS DOS POTRILLOS  II,"March 6, 2019",Warning Issued,"LOS DOS POTRILLOS II 614 N State St, Bunnell (Flagler county), FL, 32110",Flagler,flagler
THE OLIVE GARDEN ITALIAN RESTAURANT #5802,"March 4, 2019",Warning Issued,"OLIVE GARDEN ITALIAN RESTAURANT #5802 5294 E Hwy 100, Palm Coast (Flagler county), FL, 32164",Flagler,flagler
SOLAZZO'S SWEET CREATIONS,"March 4, 2019",Warning Issued,"SOLAZZO'S SWEET CREATIONS 3 Rae June Pl, Palm Coast (Flagler county), FL, 32164",Flagler,flagler
CAPTAINS BAIT TACKLE & BBQ,"March 1, 2019",Warning Issued,"CAPTAINS BAIT TACKLE & BBQ 5862 N Oceanshore Blvd, Palm Coast (Flagler county), FL, 32137",Flagler,flagler
HOT DIGGITY DOGS,"Feb. 28, 2019",Warning Issued,"HOT DIGGITY DOGS 1001 S State St, Bunnell (Flagler county), FL, 32110",Flagler,flagler
DAYS INN,"Feb. 27, 2019",Warning Issued,"DAYS INN 120 Garden St N, Palm Coast (Flagler county), FL, 32137",Flagler,flagler
THE NET BY GEORGE,"Feb. 26, 2019",Warning Issued,"NET BY GEORGE 1916 S Ocean Shore Blvd A1a, Flagler Beach (Flagler county), FL, 32136",Flagler,flagler
THE GREEN LION CAFE,"Feb. 25, 2019",Warning Issued,"GREEN LION CAFE 100 Cooper Way, Palm Coast (Flagler county), FL, 32137",Flagler,flagler
CHICK-FIL-A,"Feb. 20, 2019",Warning Issued,"CHICK-FIL-A 1000 Palm Coast Pkwy Nw, Palm Coast (Flagler county), FL, 32137",Flagler,flagler
HOULIGAN'S SPIRITED SPORTS GRILLE,"Feb. 20, 2019",Administrative complaint recommended,"HOULIGAN'S SPIRITED SPORTS GRILLE 50 Plaza Dr Ste 106, Palm Coast (Flagler county), FL, 32137",Flagler,flagler
DOC MYERS ISLAND PUB,"March 14, 2019",Warning Issued,"DOC MYERS ISLAND PUB 36 West Pine, St. George Island (Franklin county), FL, 32328",Franklin,franklin
APALACHICOLA SEAFOOD G&STEAK H,"March 12, 2019",Warning Issued,"APALACHICOLA SEAFOOD G&STEAK H 100 Market St, Apalachicola (Franklin county), FL, 323201774",Franklin,franklin
TWO BROTHERS AT THE BEACH,"Feb. 28, 2019",Warning Issued,"TWO BROTHERS AT THE BEACH 1637 Hwy 98 West, Carrabelle (Franklin county), FL, 32322",Franklin,franklin
THE STATION,"Feb. 26, 2019",Warning Issued,"STATION 53 Market St, Apalachicola (Franklin county), FL, 32320",Franklin,franklin
MARINE STREET GRILL,"Feb. 20, 2019",Warning Issued,"MARINE STREET GRILL 304 Marine St, Carrabelle (Franklin county), FL, 32322",Franklin,franklin
LULU'S CAFA LIMITED,"Feb. 20, 2019",Warning Issued,"LULU'S CAFA LIMITED 104 Se Avenue B, Carrabelle (Franklin county), FL, 32322",Franklin,franklin
RUTABAGA CAFE/SOIREE CATERING,"March 1, 2019",Emergency Order Callback Time Extension,"RUTABAGA CAFE/SOIREE CATERING 23 Jackson St, Chattahoochee (Gadsden county), FL, 32324",Gadsden,gadsden
"LAREDO GRILL OF QUINCY, INC","Feb. 28, 2019",Warning Issued,"LAREDO GRILL OF QUINCY, INC 6765 Ben Bostick Road, Quincy (Gadsden county), FL, 32351",Gadsden,gadsden
RUTABAGA CAFE/SOIREE CATERING,"Feb. 28, 2019",Emergency order recommended,"RUTABAGA CAFE/SOIREE CATERING 23 Jackson St, Chattahoochee (Gadsden county), FL, 32324",Gadsden,gadsden
EL TORERO,"Feb. 28, 2019",Warning Issued,"EL TORERO 1203 W Crawford St Unit A, Quincy (Gadsden county), FL, 32351",Gadsden,gadsden
NORTHSIDE SEAFOOD RESTAURANT,"Feb. 22, 2019",Warning Issued,"NORTHSIDE SEAFOOD RESTAURANT 10 Main St, Chattahoochee (Gadsden county), FL, 32324",Gadsden,gadsden
SUBWAY STORE #11734,"Feb. 22, 2019",Warning Issued,"SUBWAY STORE #11734 411 W Washington, Chattahoochee (Gadsden county), FL, 323241435",Gadsden,gadsden
LIGHTHOUSE RESTAURANT,"Dec. 13, 2018",Warning Issued,"LIGHTHOUSE RESTAURANT 7600 N Us 19, Fanning Springs (Gilchrist county), FL, 32693",Gilchrist,gilchrist
ELLE COCINA,"Oct. 29, 2018",Warning Issued,"ELLE COCINA 222 Nw 1 Ave, Trenton (Gilchrist county), FL, 32693",Gilchrist,gilchrist
CHERRY'S SEAFOOD & STEAK,"Oct. 5, 2018",Warning Issued,"CHERRY'S SEAFOOD & STEAK 408 N Main St, Trenton (Gilchrist county), FL, 32693",Gilchrist,gilchrist
EL TACO REGIO,"Oct. 5, 2018",Emergency order recommended,"EL TACO REGIO 321 N Main St, Trenton (Gilchrist county), FL, 32693",Gilchrist,gilchrist
HOBOS RESTAURANT,"Oct. 5, 2018",Emergency order recommended,"HOBOS RESTAURANT 115 Nw 1 St, Trenton (Gilchrist county), FL, 32693",Gilchrist,gilchrist
HOBOS RESTAURANT,"Oct. 5, 2018",Call Back - Admin. complaint recommended,"HOBOS RESTAURANT 115 Nw 1 St, Trenton (Gilchrist county), FL, 32693",Gilchrist,gilchrist
MCDONALD'S,"Oct. 4, 2018",Warning Issued,"MCDONALD'S 209 E Wade St, Trenton (Gilchrist county), FL, 32693",Gilchrist,gilchrist
RUSTEES RESTAURANT LLC,"Oct. 4, 2018",Warning Issued,"RUSTEES RESTAURANT LLC 203 Nw 1 St, Trenton (Gilchrist county), FL, 32693",Gilchrist,gilchrist
HOBOS RESTAURANT,"Oct. 4, 2018",Warning Issued,"HOBOS RESTAURANT 115 Nw 1 St, Trenton (Gilchrist county), FL, 32693",Gilchrist,gilchrist
ACE CHINA,"Aug. 28, 2018",Administrative complaint recommended,"ACE CHINA 1122 E Wade St, Trenton (Gilchrist county), FL, 32693",Gilchrist,gilchrist
BURGER SPOT,"July 11, 2018",Warning Issued,"BURGER SPOT 204 W Wade Street, Trenton (Gilchrist county), FL, 32693",Gilchrist,gilchrist
LIGHTHOUSE RESTAURANT,"June 25, 2018",Warning Issued,"LIGHTHOUSE RESTAURANT 7600 N Us 19, Fanning Springs (Gilchrist county), FL, 32693",Gilchrist,gilchrist
KOOLY K,"Sept. 26, 2018",Call Back - Admin. complaint recommended,"KOOLY K 1000 Us Highway 27, Moore Haven (Glades county), FL, 33471",Glades,glades
DUCK PUB,"Sept. 21, 2018",Warning Issued,"DUCK PUB 1037 Lakeport Plaza, Okeechobee (Glades county), FL, 34974",Glades,glades
DUCK PUB,"Sept. 7, 2018",Emergency Order Callback Time Extension,"DUCK PUB 1037 Lakeport Plaza, Okeechobee (Glades county), FL, 34974",Glades,glades
